condition,text_branch,field,comparison,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
baseline,rephrased,strengths,human_vs_gemini,vendi,q=1,y2::8,,3,1.1851767219475835,1.338772697594515,-0.1535959756469314
baseline,rephrased,strengths,human_vs_gemini,vendi,q=1,y2::9,,4,1.2656107335349664,1.476016471019194,-0.21040573748422764
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::1,,4,2.8322251732180197,2.5164311183568793,0.3157940548611404
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::10,,4,2.418269847531298,2.7306934160978082,-0.3124235685665102
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::11,,4,2.910234278720753,2.439626543130761,0.47060773558999225
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::12,,4,2.5520411907834237,2.3006369774012994,0.2514042133821244
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::2,,3,1.7420922782089097,1.8003953195832971,-0.058303041374387465
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::3,,4,2.724816024075717,2.774288616161843,-0.04947259208612609
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::4,,4,2.7606797383467048,2.7018616112869465,0.05881812705975831
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::5,,4,2.703404657269732,2.8427042120871926,-0.1392995548174607
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::6,,4,2.9169417804354887,2.7554165570026035,0.16152522343288522
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::7,,4,2.812316271074324,2.82003574435989,-0.007719473285566103
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::8,,5,3.1584801460267027,3.657946769870292,-0.4994666238435892
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y1::9,,3,1.9446127022347965,1.9035634380117716,0.041049264223024906
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::1,,3,1.9047770494309746,1.9537029303184823,-0.04892588088750771
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::10,,3,1.7191913996975456,1.8366627476209767,-0.11747134792343106
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::11,,4,2.7227701930920385,2.8193306394222746,-0.09656044633023608
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::2,,3,1.8855985584526747,1.9205545341685113,-0.03495597571583664
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::3,,4,2.634999606882849,2.255416239517893,0.379583367364956
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::5,,4,2.940507813704693,2.6762804567012966,0.2642273570033966
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::6,,4,2.785331912485659,2.9070427632264924,-0.12171085074083354
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::7,,4,2.5998829829683476,2.868778161990217,-0.26889517902186943
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::8,,3,1.9498228488549634,1.8657494447407987,0.08407340411416464
baseline,rephrased,strengths,human_vs_gemini,participation_ratio,,y2::9,,4,2.903208367813149,2.758008643281288,0.14519972453186103
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::1,,4,2.9144666959145336,2.710794030662206,0.20367266525232752
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::10,,4,2.6751384929974256,2.853604163944926,-0.17846567094750032
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::11,,4,2.955599014632836,2.6837091634752026,0.27188985115763353
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::12,,4,2.7378660131429147,2.5960961525762105,0.14176986056670415
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::2,,3,1.8536945854883398,1.8882013998245106,-0.034506814336170866
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::3,,4,2.8478185602634474,2.8748375908227497,-0.027019030559302326
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::4,,4,2.8745697166660578,2.834338067379002,0.04023164928705558
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::5,,4,2.8315487196041755,2.916435989858419,-0.08488727025424359
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::6,,4,2.955708488438423,2.8672913601240286,0.08841712831439441
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::7,,4,2.8973679775345658,2.898426978194363,-0.001059000659797249
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::8,,5,3.5377367802209423,3.8124064710206853,-0.274669690799743
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y1::9,,3,1.9715845876541949,1.9487107633038339,0.022873824350361005
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::1,,3,1.9502134171956451,1.9760802895661744,-0.025866872370529315
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::10,,3,1.8387678357217028,1.9080860327672169,-0.06931819704551412
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::11,,4,2.8551359037262243,2.9064806116293265,-0.051344707903102194
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::2,,3,1.9396298548241082,1.9578901615869924,-0.01826030676288415
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::3,,4,2.796385541866599,2.5620728145770095,0.23431272728958952
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::5,,4,2.970272266173818,2.8212764983758882,0.1489957677979299
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::6,,4,2.8902865280155057,2.952997261801732,-0.06271073378622649
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::7,,4,2.7765177643114884,2.929532853887203,-0.15301508957571475
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::8,,3,1.9743205462123938,1.9253472110306806,0.04897333518171321
baseline,rephrased,strengths,human_vs_gemini,effective_rank,,y2::9,,4,2.949491906032373,2.8745902631278115,0.0749016429045617
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.0,1.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,0.9666666666666666,0.03333333333333344
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,0.65,0.35
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,0.4,0.6
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,0.5333333333333332,0.4666666666666668
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,0.9333333333333332,0.06666666666666676
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,0.8333333333333334,0.16666666666666663
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.0,1.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::5,,4,1.0,0.0,1.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::6,,4,1.0,0.9,0.09999999999999998
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::7,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::8,,3,1.0,0.0,1.0
baseline,rephrased,strengths,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::9,,4,1.0,0.4,0.6
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::1,,4,-0.6536731429703724,-0.6072276536980813,-0.046445489272291085
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::10,,4,-0.6291231708234949,-0.6119488270940128,-0.017174343729482122
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::11,,4,-0.6374248373977519,-0.629652639655551,-0.007772197742200948
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::12,,4,-0.640014990445977,-0.6272961040967763,-0.012718886349200709
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::2,,3,-0.4953054904900729,-0.4790625665262378,-0.016242923963835088
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::3,,4,-0.6344639233444683,-0.6364263669775002,0.001962443633031885
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::4,,4,-0.6468750773068119,-0.6175196857162526,-0.029355391590559332
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::5,,4,-0.6346617963142693,-0.6225273499360299,-0.01213444637823946
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::6,,4,-0.6394834853676985,-0.6070085355775714,-0.032474949790127106
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::7,,4,-0.643427764605174,-0.6417881804343183,-0.0016395841708557457
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::8,,5,-0.7358622134510051,-0.7449358736639322,0.009073660212927104
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y1::9,,3,-0.4971367466059428,-0.4780460709746702,-0.01909067563127259
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::1,,3,-0.4953900756778729,-0.48245283957732427,-0.012937236100548644
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::10,,3,-0.4961779250115433,-0.4772265585055552,-0.01895136650598811
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::11,,4,-0.6373156864850829,-0.6159245169410223,-0.021391169544060507
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::2,,3,-0.5148805372757665,-0.5030302653701183,-0.011850271905648246
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::3,,4,-0.6453817789517208,-0.6307518657638977,-0.01462991318782303
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::4,,2,-0.3197957668384673,-0.2975564319555282,-0.022239334882939055
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::5,,4,-0.6587612380084915,-0.6258798552370133,-0.03288138277147823
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::6,,4,-0.6435055653918194,-0.6244180916984303,-0.019087473693389034
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::7,,4,-0.6270919879343991,-0.6156676841129147,-0.011424303821484405
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::8,,3,-0.5154397956276056,-0.48058209834142646,-0.0348576972861791
baseline,rephrased,strengths,human_vs_gemini,vendi_slope,q=0..2,y2::9,,4,-0.6466471880105552,-0.6031038064558701,-0.04354338155468507
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::1,,4,0.0,0.010013857316643306,-0.010013857316643306
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::10,,4,0.0,0.02148071255622775,-0.02148071255622775
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::11,,4,0.0,0.019728888476473833,-0.019728888476473833
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::12,,4,0.0,0.017283905818871667,-0.017283905818871667
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::2,,3,0.0,0.01318087850018183,-0.01318087850018183
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::3,,4,0.0,0.020573469199142456,-0.020573469199142456
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::4,,4,0.0,0.0064151204230715134,-0.0064151204230715134
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::5,,4,0.0,0.007093395038429021,-0.007093395038429021
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::6,,4,0.0,0.014169889709893597,-0.014169889709893597
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::7,,4,0.0,0.013311507170863374,-0.013311507170863374
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::8,,5,0.0,0.023779148992040103,-0.023779148992040103
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y1::9,,3,0.0,0.006094276630094783,-0.006094276630094783
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::1,,3,0.0,0.0027812164735530193,-0.0027812164735530193
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::10,,3,0.0,0.008299581328711395,-0.008299581328711395
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::11,,4,0.0,0.0014275920514184033,-0.0014275920514184033
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::2,,3,0.0,0.0021039349318966315,-0.0021039349318966315
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::3,,4,0.0,0.01667612458544206,-0.01667612458544206
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::4,,2,0.0,0.009518075845292368,-0.009518075845292368
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::5,,4,0.0,0.004074892860894743,-0.004074892860894743
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::6,,4,0.0,0.0010392437908015458,-0.0010392437908015458
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::7,,4,0.0,0.005288131772026314,-0.005288131772026314
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::8,,3,0.0,0.0055751291740268275,-0.0055751291740268275
baseline,rephrased,strengths,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::9,,4,0.0,0.002181536098741571,-0.002181536098741571
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::1,,4,1.2292479981343283,1.3577250757433523,-0.12847707760902405
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::10,,4,1.3454099707742164,1.2803526871470843,0.06505728362713215
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::11,,4,1.3120275084624446,1.3353625713506203,-0.02333506288817566
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::12,,4,1.2942784127278855,1.2565903607194782,0.0376880520084073
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::2,,3,1.2731510091246347,1.2335641894678422,0.03958681965679256
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::3,,4,1.3241286261743992,1.2176652715034695,0.10646335467092971
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::4,,4,1.2630769324549072,1.2774814392461933,-0.014404506791286131
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::5,,4,1.3227425453883581,1.2507439697906184,0.0719985755977397
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::6,,4,1.3017535438379568,1.3569575039091923,-0.055203960071235514
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::7,,4,1.280808667357503,1.260646647262261,0.020162020095241928
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::8,,5,1.3933062296308194,1.3482298108056532,0.04507641882516622
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y1::9,,3,1.2687794924041595,1.2559381221512294,0.012841370252930195
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::1,,3,1.2758781121866782,1.240322531263304,0.0355555809233743
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::10,,3,1.2688515770599202,1.289929926027414,-0.02107834896749372
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::11,,4,1.3102648929081717,1.3279393146980185,-0.017674421789846795
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::2,,3,1.1871422089281294,1.2231145499992873,-0.035972341071157876
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::3,,4,1.2690366346528932,1.280414111808987,-0.011377477156093718
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::4,,2,1.1313420431992447,1.1634657120061274,-0.032123668806882666
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::5,,4,1.2037225626127028,1.300926606864252,-0.09720404425154916
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::6,,4,1.280279492117088,1.3307110500413533,-0.05043155792426535
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::7,,4,1.35807763044442,1.3226398568658435,0.03543777357857647
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::8,,3,1.1851767219475835,1.2964827623355684,-0.11130604038798486
baseline,rephrased,strengths,human_vs_gpt,vendi,q=1,y2::9,,4,1.2656107335349664,1.3211520983929341,-0.05554136485796768
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::1,,4,2.8322251732180197,2.4476209490123018,0.38460422420571794
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::10,,4,2.418269847531298,2.5770639380876808,-0.15879409055638272
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::11,,4,2.910234278720753,2.2853109464289707,0.6249233322917824
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::12,,4,2.5520411907834237,2.8579025239133466,-0.3058613331299229
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::2,,3,1.7420922782089097,1.8297525188992967,-0.08766024069038703
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::3,,4,2.724816024075717,2.7071017202047685,0.017714303870948633
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::4,,4,2.7606797383467048,2.726596200135206,0.03408353821149879
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::5,,4,2.703404657269732,2.609045570147644,0.09435908712208807
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::6,,4,2.9169417804354887,2.7704862157433023,0.14645556469218635
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::7,,4,2.812316271074324,2.7190353646093177,0.0932809064650062
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::8,,5,3.1584801460267027,2.8190558695369954,0.3394242764897073
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y1::9,,3,1.9446127022347965,1.8401954650045282,0.1044172372302683
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::1,,3,1.9047770494309746,1.87569602478584,0.029081024645134512
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::10,,3,1.7191913996975456,1.8853601668099338,-0.16616876711238815
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::11,,4,2.7227701930920385,2.733396631582151,-0.010626438490112466
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::2,,3,1.8855985584526747,1.8761448947932446,0.009453663659430012
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::3,,4,2.634999606882849,2.722289007855383,-0.08728940097253401
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::5,,4,2.940507813704693,2.5649382524263737,0.3755695612783194
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::6,,4,2.785331912485659,2.6305666759311928,0.15476523655446606
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::7,,4,2.5998829829683476,2.678257084773266,-0.07837410180491844
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::8,,3,1.9498228488549634,1.7052869129375074,0.24453593591745593
baseline,rephrased,strengths,human_vs_gpt,participation_ratio,,y2::9,,4,2.903208367813149,2.4350854818795855,0.46812288593356355
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::1,,4,2.9144666959145336,2.6783170234140563,0.23614967250047725
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::10,,4,2.6751384929974256,2.7739925810722648,-0.0988540880748392
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::11,,4,2.955599014632836,2.5691805314772984,0.38641848315553773
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::12,,4,2.7378660131429147,2.9221417029511922,-0.18427568980827758
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::2,,3,1.8536945854883398,1.9043296904212876,-0.05063510493294787
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::3,,4,2.8478185602634474,2.837825142531831,0.00999341773161655
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::4,,4,2.8745697166660578,2.859801125482148,0.01476859118390994
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::5,,4,2.8315487196041755,2.7887430715419965,0.042805648062179014
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::6,,4,2.955708488438423,2.877892977276043,0.07781551116238017
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::7,,4,2.8973679775345658,2.833557307992315,0.06381066954225068
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::8,,5,3.5377367802209423,3.3189917452091686,0.21874503501177367
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y1::9,,3,1.9715845876541949,1.906928441067294,0.06465614658690089
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::1,,3,1.9502134171956451,1.9321095091790983,0.01810390801654682
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::10,,3,1.8387678357217028,1.9367993662803964,-0.09803153055869362
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::11,,4,2.8551359037262243,2.8590729992385198,-0.003937095512295485
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::2,,3,1.9396298548241082,1.9322806851318783,0.007349169692229873
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::3,,4,2.796385541866599,2.848754594464777,-0.05236905259817792
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::5,,4,2.970272266173818,2.7443355093849666,0.2259367567888515
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::6,,4,2.8902865280155057,2.7992611077337757,0.09102542028173
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::7,,4,2.7765177643114884,2.820726336321955,-0.04420857201046635
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::8,,3,1.9743205462123938,1.8223051539179145,0.15201539229447936
baseline,rephrased,strengths,human_vs_gpt,effective_rank,,y2::9,,4,2.949491906032373,2.6763962671033052,0.27309563892906796
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.9,0.09999999999999998
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,0.33333333333333337,0.6666666666666666
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,0.8666666666666666,0.13333333333333341
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,0.5333333333333333,0.4666666666666667
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.0,1.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::5,,4,1.0,0.0,1.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::6,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::7,,4,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::8,,3,1.0,0.7,0.30000000000000004
baseline,rephrased,strengths,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::9,,4,1.0,0.7,0.30000000000000004
baseline,rephrased,strengths,human_vs_gpt,vendi_slope,q=0..2,y1::1,,4,-0.6536731429703724,-0.6264995993738356,-0.027173543596536787
baseline,rephrased,strengths,human_vs_gpt,vendi_slope,q=0..2,y1::10,,4,-0.6291231708234949,-0.6429615029042978,0.013838332080802873
baseline,rephrased,strengths,human_vs_gpt,vendi_slope,q=0..2,y1::11,,4,-0.6374248373977519,-0.6305288509114577,-0.006895986486294192
